cveID,vendor,product,state,cwe_description,vector_string,cweID,assignerShortName,datePublished
CVE-2013-0943,dell,n/a,PUBLISHED,EMC NetWorker 7.6.x and 8.x before 8.1 allows local users to obtain sensitive configuration information by leveraging operating-system privileges to perform decryption with nsradmin.,,,dell,2022-10-03T16:15:03
CVE-2013-0944,dell,n/a,PUBLISHED,The web-based file-restore interface in EMC Avamar Server before 6.1.0 allows remote authenticated users to read arbitrary files via a crafted URL.,,,dell,2022-10-03T16:15:03
CVE-2013-0945,dell,n/a,PUBLISHED,EMC Avamar Client before 6.1.101-89 does not verify that the server hostname matches a domain name in the subject's Common Name (CN) or subjectAltName field of the X.509 certificate; which allows man-in-the-middle attackers to spoof SSL servers via an arbitrary valid certificate.,,,dell,2022-10-03T16:15:04
CVE-2013-0946,dell,n/a,PUBLISHED,Buffer overflow in the Library Control Program (LCP) in EMC AlphaStor 4.0 before build 910 allows remote attackers to execute arbitrary code via crafted commands.,,,dell,2013-05-10T10:00:00
CVE-2013-0947,dell,n/a,PUBLISHED,EMC RSA Authentication Manager 8.0 before P1 allows local users to discover cleartext operating-system passwords; HTTP plug-in proxy passwords; and SNMP communities by reading a (1) log file or (2) configuration file.,,,dell,2022-10-03T16:15:05
CVE-2013-0948,apple,n/a,PUBLISHED,WebKit; as used in Apple iOS before 6.1; allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-01-28-1.,,,apple,2013-01-29T02:00:00
CVE-2013-0949,apple,n/a,PUBLISHED,WebKit; as used in Apple iOS before 6.1; allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-01-28-1.,,,apple,2013-01-29T02:00:00
CVE-2013-0950,apple,n/a,PUBLISHED,WebKit; as used in Apple iOS before 6.1; allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-01-28-1.,,,apple,2013-01-29T02:00:00
CVE-2013-0951,apple,n/a,PUBLISHED,WebKit; as used in Apple iOS before 6.1; allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-01-28-1.,,,apple,2013-01-29T02:00:00
CVE-2013-0952,apple,n/a,PUBLISHED,WebKit; as used in Apple iOS before 6.1; allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-01-28-1.,,,apple,2013-01-29T02:00:00
CVE-2013-0953,apple,n/a,PUBLISHED,WebKit; as used in Apple iOS before 6.1; allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-01-28-1.,,,apple,2013-01-29T02:00:00
CVE-2013-0954,apple,n/a,PUBLISHED,WebKit; as used in Apple iOS before 6.1; allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-01-28-1.,,,apple,2013-01-29T02:00:00
CVE-2013-0955,apple,n/a,PUBLISHED,WebKit; as used in Apple iOS before 6.1; allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-01-28-1.,,,apple,2013-01-29T02:00:00
CVE-2013-0956,apple,n/a,PUBLISHED,WebKit; as used in Apple iOS before 6.1; allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-01-28-1.,,,apple,2013-01-29T02:00:00
CVE-2013-0957,apple,n/a,PUBLISHED,Data Protection in Apple iOS before 7 allows attackers to bypass intended limits on incorrect passcode entry; and consequently avoid a configured Erase Data setting; by leveraging the presence of an app in the third-party sandbox.,,,apple,2013-09-19T10:00:00
CVE-2013-0958,apple,n/a,PUBLISHED,WebKit; as used in Apple iOS before 6.1; allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-01-28-1.,,,apple,2013-01-29T02:00:00
CVE-2013-0959,apple,n/a,PUBLISHED,WebKit; as used in Apple iOS before 6.1; allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-01-28-1.,,,apple,2013-01-29T02:00:00
CVE-2013-0960,apple,n/a,PUBLISHED,WebKit in Apple Safari before 6.0.3 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; a different vulnerability than CVE-2013-0961.,,,apple,2022-10-03T16:15:05
CVE-2013-0961,apple,n/a,PUBLISHED,WebKit in Apple Safari before 6.0.3 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site; a different vulnerability than CVE-2013-0960.,,,apple,2022-10-03T16:15:05
CVE-2013-0962,apple,n/a,PUBLISHED,Cross-site scripting (XSS) vulnerability in WebKit in Apple iOS before 6.1 allows user-assisted remote attackers to inject arbitrary web script or HTML via crafted content that is not properly handled during a copy-and-paste operation.,,,apple,2013-01-29T02:00:00
CVE-2013-0963,apple,n/a,PUBLISHED,Identity Services in Apple iOS before 6.1 does not properly handle validation failures of AppleID certificates; which might allow physically proximate attackers to bypass authentication by leveraging an incorrect assignment of an empty string value to an AppleID.,,,apple,2013-01-29T02:00:00
CVE-2013-0964,apple,n/a,PUBLISHED,The kernel in Apple iOS before 6.1 and Apple TV before 5.2 does not properly validate copyin and copyout arguments; which allows local users to bypass intended pointer restrictions and access locations in the first kernel-memory page by specifying a length of less than one page.,,,apple,2013-01-29T02:00:00
CVE-2013-0965,apple,,REJECTED,,,,apple,
CVE-2013-0966,apple,n/a,PUBLISHED,The Apple mod_hfs_apple module for the Apache HTTP Server in Apple Mac OS X before 10.8.3 does not properly handle ignorable Unicode characters; which allows remote attackers to bypass intended directory authentication requirements via a crafted pathname in a URI.,,,apple,2022-10-03T16:15:04
CVE-2013-0967,apple,n/a,PUBLISHED,CoreTypes in Apple Mac OS X before 10.8.3 includes JNLP files in the list of safe file types; which allows remote attackers to bypass a Java plug-in disabled setting; and trigger the launch of Java Web Start applications; via a crafted web site.,,,apple,2022-10-03T16:15:02
CVE-2013-0968,apple,n/a,PUBLISHED,WebKit; as used in Apple iOS before 6.1; allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-01-28-1.,,,apple,2022-10-03T16:15:03
CVE-2013-0969,apple,n/a,PUBLISHED,Login Window in Apple Mac OS X before 10.8.3 does not prevent application launching with the VoiceOver feature; which allows physically proximate attackers to bypass authentication and make arbitrary System Preferences changes via unspecified use of the keyboard.,,,apple,2022-10-03T16:15:03
CVE-2013-0970,apple,n/a,PUBLISHED,Messages in Apple Mac OS X before 10.8.3 allows remote attackers to bypass the FaceTime call-confirmation prompt via a crafted FaceTime: URL.,,,apple,2022-10-03T16:15:05
CVE-2013-0971,apple,n/a,PUBLISHED,Use-after-free vulnerability in PDFKit in Apple Mac OS X before 10.8.3 allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via crafted ink annotations in a PDF document.,,,apple,2022-10-03T16:15:03
CVE-2013-0972,apple,,REJECTED,,,,apple,
CVE-2013-0973,apple,n/a,PUBLISHED,Software Update in Apple Mac OS X through 10.7.5 does not prevent plugin loading within the marketing-text WebView; which allows man-in-the-middle attackers to execute plugin code by modifying the client-server data stream.,,,apple,2022-10-03T16:15:05
CVE-2013-0974,apple,n/a,PUBLISHED,StoreKit in Apple iOS before 6.1 does not properly handle the disabling of JavaScript within the preferences configuration of Mobile Safari; which allows remote attackers to bypass intended access restrictions and execute JavaScript code via a web site with a Smart App Banner.,,,apple,2013-01-29T02:00:00
CVE-2013-0975,apple,n/a,PUBLISHED,Buffer overflow in QuickDraw Manager in Apple Mac OS X before 10.8.4 allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted PICT image.,,,apple,2022-10-03T16:15:02
CVE-2013-0976,apple,n/a,PUBLISHED,IOAcceleratorFamily in Apple Mac OS X before 10.8.3 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted graphics image.,,,apple,2022-10-03T16:15:02
CVE-2013-0977,apple,n/a,PUBLISHED,dyld in Apple iOS before 6.1.3 and Apple TV before 5.2.1 does not properly manage the state of file loading for Mach-O executable files; which allows local users to bypass intended code-signing requirements via a file that contains overlapping segments.,,,apple,2022-10-03T16:15:03
CVE-2013-0978,apple,n/a,PUBLISHED,The ARM prefetch abort handler in the kernel in Apple iOS before 6.1.3 and Apple TV before 5.2.1 does not ensure that it has been invoked in an abort context; which makes it easier for local users to bypass the ASLR protection mechanism via crafted code.,,,apple,2022-10-03T16:15:04
CVE-2013-0979,apple,n/a,PUBLISHED,lockdownd in Lockdown in Apple iOS before 6.1.3 does not properly consider file types during the permission-setting step of a backup restoration; which allows local users to change the permissions of arbitrary files via a backup that contains a pathname with a symlink.,,,apple,2022-10-03T16:15:03
CVE-2013-0980,apple,n/a,PUBLISHED,The Passcode Lock implementation in Apple iOS before 6.1.3 does not properly manage the lock state; which allows physically proximate attackers to bypass an intended passcode requirement by leveraging an error in the emergency-call feature.,,,apple,2022-10-03T16:15:04
CVE-2013-0981,apple,n/a,PUBLISHED,The IOUSBDeviceFamily driver in the USB implementation in the kernel in Apple iOS before 6.1.3 and Apple TV before 5.2.1 accesses pipe object pointers that originated in userspace; which allows local users to gain privileges via crafted code.,,,apple,2022-10-03T16:15:03
CVE-2013-0982,apple,n/a,PUBLISHED,The Private Browsing feature in CFNetwork in Apple Mac OS X before 10.8.4 does not prevent storage of permanent cookies upon exit from Safari; which might allow physically proximate attackers to bypass cookie-based authentication by leveraging an unattended workstation.,,,apple,2022-10-03T16:15:03
CVE-2013-0983,apple,n/a,PUBLISHED,Stack consumption vulnerability in CoreAnimation in Apple Mac OS X before 10.8.4 allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted text glyph in a URL encountered by Safari.,,,apple,2022-10-03T16:15:03
CVE-2013-0984,apple,n/a,PUBLISHED,Directory Service in Apple Mac OS X through 10.6.8 allows remote attackers to execute arbitrary code or cause a denial of service (daemon crash) via a crafted message.,,,apple,2022-10-03T16:15:02
CVE-2013-0985,apple,n/a,PUBLISHED,Disk Management in Apple Mac OS X before 10.8.4 does not properly authenticate attempts to disable FileVault; which allows local users to cause a denial of service (loss of encryption functionality) via an unspecified command line.,,,apple,2022-10-03T16:15:02
CVE-2013-0986,apple,n/a,PUBLISHED,Buffer overflow in Apple QuickTime before 7.7.4 allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via crafted enof atoms in a movie file.,,,apple,2013-05-24T10:00:00
CVE-2013-0987,apple,n/a,PUBLISHED,Apple QuickTime before 7.7.4 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted QTIF file.,,,apple,2013-05-24T10:00:00
CVE-2013-0988,apple,n/a,PUBLISHED,Buffer overflow in Apple QuickTime before 7.7.4 allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted FPX file.,,,apple,2013-05-24T10:00:00
CVE-2013-0989,apple,n/a,PUBLISHED,Buffer overflow in Apple QuickTime before 7.7.4 allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted MP3 file.,,,apple,2013-05-24T10:00:00
CVE-2013-0990,apple,n/a,PUBLISHED,SMB in Apple Mac OS X before 10.8.4; when file sharing is enabled; allows remote authenticated users to create or modify files outside of a shared directory via unspecified vectors.,,,apple,2022-10-03T16:15:03
CVE-2013-0991,apple,n/a,PUBLISHED,WebKit; as used in Apple iTunes before 11.0.3; allows man-in-the-middle attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via vectors related to iTunes Store browsing; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-05-16-1.,,,apple,2013-05-19T10:00:00
CVE-2013-0992,apple,n/a,PUBLISHED,WebKit; as used in Apple iTunes before 11.0.3; allows man-in-the-middle attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via vectors related to iTunes Store browsing; a different vulnerability than other WebKit CVEs listed in APPLE-SA-2013-05-16-1.,,,apple,2013-05-19T10:00:00
